customer_id,signup_date,acquisition_channel,region,company_size,initial_plan
CUST-00459,2023-05-18,Paid Ads,Europe,91,Business
CUST-00460,2023-05-06,Referral,Latin America,87,Business
CUST-00461,2023-05-09,Paid Ads,Asia Pacific,5,Free
CUST-00462,2023-05-27,Organic Search,Latin America,9,Free
CUST-00463,2023-05-08,Referral,Asia Pacific,240,Business
CUST-00464,2023-05-16,Organic Search,Europe,2,Free
CUST-00465,2023-05-12,Organic Search,Europe,21,Pro
CUST-00466,2023-05-09,Referral,North America,22,Pro
CUST-00467,2023-05-23,Referral,North America,11,Free
CUST-00468,2023-05-21,Content Marketing,North America,2,Free
CUST-00469,2023-05-09,Organic Search,North America,48,Pro
CUST-00470,2023-05-08,Organic Search,Europe,17,Free
CUST-00471,2023-05-16,Outbound Sales,North America,231,Business
CUST-00472,2023-05-05,Organic Search,Asia Pacific,2,Free
CUST-00473,2023-05-12,Organic Search,Europe,34,Pro
CUST-00474,2023-05-25,Organic Search,Asia Pacific,12,Free
CUST-00475,2023-05-25,Paid Ads,North America,12,Free
CUST-00476,2023-05-06,Content Marketing,North America,45,Pro
CUST-00477,2023-05-17,Referral,Asia Pacific,11,Pro
CUST-00478,2023-05-09,Referral,Europe,144,Business
CUST-00479,2023-05-07,Organic Search,North America,37,Pro
CUST-00480,2023-05-20,Paid Ads,North America,10,Free
CUST-00481,2023-05-18,Paid Ads,Europe,11,Free
CUST-00482,2023-05-22,Organic Search,Asia Pacific,27,Pro
CUST-00483,2023-06-20,Organic Search,North America,6,Free
CUST-00484,2023-06-24,Paid Ads,North America,2,Free
CUST-00485,2023-06-25,Paid Ads,North America,4,Pro
CUST-00486,2023-06-14,Organic Search,North America,11,Free
CUST-00487,2023-06-21,Organic Search,North America,13,Free
CUST-00488,2023-06-26,Organic Search,Asia Pacific,18,Free
CUST-00489,2023-06-20,Paid Ads,Europe,21,Pro
CUST-00490,2023-06-05,Paid Ads,North America,136,Business
CUST-00491,2023-06-05,Organic Search,Europe,39,Pro
CUST-00492,2023-06-26,Content Marketing,North America,5,Pro
CUST-00493,2023-06-03,Content Marketing,North America,18,Free
CUST-00494,2023-06-01,Organic Search,North America,16,Free
CUST-00495,2023-06-11,Content Marketing,North America,18,Free
CUST-00496,2023-06-09,Organic Search,North America,7,Free
CUST-00497,2023-06-06,Content Marketing,North America,5,Free
CUST-00498,2023-06-26,Outbound Sales,Latin America,1885,Enterprise
CUST-00499,2023-06-09,Organic Search,Europe,46,Pro
CUST-00500,2023-06-23,Referral,Asia Pacific,37,Pro
CUST-00501,2023-06-21,Outbound Sales,Europe,784,Enterprise
CUST-00502,2023-06-26,Content Marketing,North America,5,Pro
CUST-00503,2023-06-21,Outbound Sales,Latin America,116,Business
CUST-00504,2023-06-01,Paid Ads,Europe,3,Free
CUST-00505,2023-06-17,Organic Search,Asia Pacific,40,Pro
CUST-00506,2023-06-08,Content Marketing,North America,38,Pro
CUST-00507,2023-06-13,Paid Ads,North America,13,Free
CUST-00508,2023-06-12,Paid Ads,North America,17,Free
CUST-00509,2023-06-25,Paid Ads,North America,43,Pro
CUST-00510,2023-06-14,Paid Ads,North America,15,Free
CUST-00511,2023-06-14,Organic Search,North America,8,Free
CUST-00512,2023-06-16,Referral,North America,12,Free
CUST-00513,2023-06-07,Organic Search,Asia Pacific,19,Free
CUST-00514,2023-06-27,Referral,Asia Pacific,129,Business
CUST-00515,2023-06-15,Content Marketing,North America,46,Pro
CUST-00516,2023-06-16,Paid Ads,Asia Pacific,6,Free
CUST-00517,2023-06-04,Paid Ads,Latin America,18,Free
CUST-00518,2023-06-02,Organic Search,Asia Pacific,14,Pro
CUST-00519,2023-06-02,Outbound Sales,Asia Pacific,258,Enterprise
CUST-00520,2023-06-18,Referral,North America,5,Pro
CUST-00521,2023-06-25,Paid Ads,Latin America,5,Free
CUST-00522,2023-06-16,Organic Search,North America,3,Free
CUST-00523,2023-06-05,Organic Search,Europe,24,Pro
CUST-00524,2023-06-13,Paid Ads,Latin America,15,Free
CUST-00525,2023-06-25,Content Marketing,Europe,39,Pro
CUST-00526,2023-06-26,Referral,North America,12,Free
CUST-00527,2023-06-10,Organic Search,North America,88,Business
CUST-00528,2023-06-06,Content Marketing,North America,6,Free
CUST-00529,2023-06-20,Paid Ads,North America,24,Pro
CUST-00530,2023-06-18,Content Marketing,North America,3,Free
CUST-00531,2023-06-03,Organic Search,Europe,9,Free
CUST-00532,2023-06-24,Paid Ads,Asia Pacific,21,Pro
CUST-00533,2023-06-10,Content Marketing,North America,18,Free
CUST-00534,2023-06-02,Organic Search,North America,42,Pro
CUST-00535,2023-06-11,Referral,North America,33,Pro
CUST-00536,2023-06-17,Outbound Sales,North America,83,Business
CUST-00537,2023-06-15,Organic Search,North America,14,Free
CUST-00538,2023-06-16,Organic Search,North America,15,Pro
CUST-00539,2023-06-25,Referral,Europe,39,Business
CUST-00540,2023-06-12,Organic Search,North America,36,Pro
CUST-00541,2023-06-13,Organic Search,Latin America,40,Pro
CUST-00542,2023-06-04,Paid Ads,Europe,1,Free
CUST-00543,2023-06-20,Referral,Europe,5,Pro
CUST-00544,2023-06-17,Organic Search,Europe,46,Pro
CUST-00545,2023-06-24,Organic Search,Asia Pacific,27,Pro
CUST-00546,2023-06-06,Content Marketing,Europe,14,Free
CUST-00547,2023-06-12,Paid Ads,Europe,25,Pro
CUST-00548,2023-06-20,Content Marketing,North America,14,Free
CUST-00549,2023-06-24,Paid Ads,North America,10,Free
CUST-00550,2023-06-08,Outbound Sales,North America,1520,Enterprise
CUST-00551,2023-06-17,Referral,Europe,150,Business
CUST-00552,2023-06-02,Organic Search,North America,14,Free
CUST-00553,2023-06-01,Content Marketing,North America,45,Pro
CUST-00554,2023-06-21,Paid Ads,Latin America,17,Pro
CUST-00555,2023-06-12,Organic Search,Europe,43,Pro
CUST-00556,2023-06-12,Organic Search,Europe,11,Free
CUST-00557,2023-06-27,Referral,Asia Pacific,31,Pro
CUST-00558,2023-06-05,Organic Search,North America,1,Free
CUST-00559,2023-06-05,Organic Search,North America,6,Free
CUST-00560,2023-06-25,Organic Search,Europe,31,Pro
CUST-00561,2023-06-11,Paid Ads,North America,1,Free
CUST-00562,2023-06-27,Paid Ads,North America,8,Free
CUST-00563,2023-06-16,Paid Ads,North America,3,Free
CUST-00564,2023-06-11,Organic Search,Europe,9,Pro
CUST-00565,2023-06-12,Organic Search,North America,37,Pro
CUST-00566,2023-06-10,Paid Ads,Asia Pacific,41,Pro
CUST-00567,2023-06-05,Paid Ads,North America,17,Pro
CUST-00568,2023-06-08,Referral,Asia Pacific,19,Free
CUST-00569,2023-06-24,Organic Search,North America,49,Pro
CUST-00570,2023-06-01,Organic Search,North America,16,Pro
CUST-00571,2023-06-07,Organic Search,Asia Pacific,14,Free
CUST-00572,2023-06-22,Paid Ads,Europe,6,Free
CUST-00573,2023-06-27,Paid Ads,Europe,17,Free
CUST-00574,2023-06-02,Content Marketing,Asia Pacific,18,Free
CUST-00575,2023-06-18,Paid Ads,Asia Pacific,3,Free
CUST-00576,2023-06-12,Paid Ads,North America,41,Pro
CUST-00577,2023-06-13,Paid Ads,Europe,6,Free
CUST-00578,2023-06-07,Organic Search,North America,15,Free
CUST-00579,2023-06-24,Paid Ads,North America,16,Free
CUST-00580,2023-06-19,Paid Ads,North America,23,Pro
CUST-00581,2023-06-05,Paid Ads,North America,22,Pro
CUST-00582,2023-06-21,Organic Search,North America,6,Free
CUST-00583,2023-06-21,Content Marketing,North America,90,Business
CUST-00584,2023-06-21,Content Marketing,Europe,7,Free
CUST-00585,2023-06-17,Organic Search,North America,6,Free
CUST-00586,2023-06-06,Paid Ads,North America,105,Business
CUST-00587,2023-06-17,Referral,Europe,12,Free
CUST-00588,2023-06-25,Organic Search,Asia Pacific,24,Pro
CUST-00589,2023-06-16,Content Marketing,North America,27,Pro
CUST-00590,2023-06-26,Referral,North America,11,Free
CUST-00591,2023-06-12,Content Marketing,Latin America,25,Pro
CUST-00592,2023-06-03,Outbound Sales,Europe,1872,Enterprise
CUST-00593,2023-06-02,Organic Search,Europe,3,Free
CUST-00594,2023-06-06,Paid Ads,North America,6,Pro
CUST-00595,2023-06-25,Paid Ads,North America,9,Pro
CUST-00596,2023-06-19,Organic Search,North America,4,Pro
CUST-00597,2023-06-23,Organic Search,Asia Pacific,4,Pro
CUST-00598,2023-06-09,Outbound Sales,Europe,2448,Enterprise
CUST-00599,2023-06-16,Organic Search,Latin America,4,Pro
CUST-00600,2023-06-21,Paid Ads,Europe,34,Pro
CUST-00601,2023-06-06,Content Marketing,North America,11,Business
CUST-00602,2023-06-16,Organic Search,Europe,42,Pro
CUST-00603,2023-06-16,Paid Ads,North America,17,Free
CUST-00604,2023-06-20,Outbound Sales,Europe,3182,Enterprise
CUST-00605,2023-06-17,Paid Ads,Asia Pacific,40,Pro
CUST-00606,2023-06-03,Organic Search,Europe,39,Pro
CUST-00607,2023-06-24,Organic Search,Europe,19,Free
CUST-00608,2023-06-16,Content Marketing,North America,21,Pro
CUST-00609,2023-06-23,Organic Search,Asia Pacific,18,Free
CUST-00610,2023-06-10,Paid Ads,Europe,16,Pro
CUST-00611,2023-06-20,Organic Search,Asia Pacific,1,Free
CUST-00612,2023-06-02,Paid Ads,North America,7,Free
CUST-00613,2023-06-11,Content Marketing,North America,4,Free
CUST-00614,2023-06-07,Paid Ads,Europe,49,Pro
CUST-00615,2023-06-23,Outbound Sales,North America,18,Business
CUST-00616,2023-06-22,Organic Search,Asia Pacific,16,Free
CUST-00617,2023-06-26,Paid Ads,Europe,18,Free
CUST-00618,2023-06-25,Content Marketing,North America,19,Free
CUST-00619,2023-06-15,Paid Ads,Europe,49,Pro
CUST-00620,2023-06-14,Organic Search,Asia Pacific,13,Free
CUST-00621,2023-06-26,Content Marketing,Europe,15,Free
CUST-00622,2023-06-02,Paid Ads,North America,42,Pro
CUST-00623,2023-06-15,Paid Ads,Latin America,4,Pro
CUST-00624,2023-06-12,Outbound Sales,Europe,3476,Enterprise
CUST-00625,2023-06-07,Organic Search,North America,14,Free
CUST-00626,2023-06-07,Organic Search,North America,3,Pro
CUST-00627,2023-06-05,Organic Search,North America,18,Pro
CUST-00628,2023-06-17,Paid Ads,North America,39,Pro
CUST-00629,2023-06-25,Organic Search,North America,241,Business
CUST-00630,2023-06-18,Referral,Asia Pacific,71,Business
CUST-00631,2023-06-19,Organic Search,Europe,26,Pro
CUST-00632,2023-06-16,Referral,Latin America,18,Free
CUST-00633,2023-06-01,Organic Search,North America,17,Pro
CUST-00634,2023-07-14,Paid Ads,Europe,5,Free
CUST-00635,2023-07-21,Paid Ads,Asia Pacific,14,Free
CUST-00636,2023-07-24,Organic Search,Asia Pacific,12,Free
CUST-00637,2023-07-08,Organic Search,Europe,13,Free
CUST-00638,2023-07-19,Paid Ads,North America,37,Pro
CUST-00639,2023-07-26,Paid Ads,Europe,4,Free
CUST-00640,2023-07-27,Outbound Sales,Asia Pacific,1328,Enterprise
CUST-00641,2023-07-23,Organic Search,North America,40,Pro
CUST-00642,2023-07-24,Organic Search,North America,18,Free
CUST-00643,2023-07-11,Organic Search,Europe,3,Pro
CUST-00644,2023-07-13,Paid Ads,Europe,3,Pro
CUST-00645,2023-07-05,Paid Ads,North America,18,Pro
CUST-00646,2023-07-07,Referral,Latin America,5,Pro
CUST-00647,2023-07-24,Outbound Sales,North America,342,Enterprise
CUST-00648,2023-07-27,Organic Search,Europe,10,Free
CUST-00649,2023-07-14,Referral,Europe,10,Free
CUST-00650,2023-07-12,Organic Search,North America,34,Pro
CUST-00651,2023-07-22,Organic Search,Asia Pacific,17,Free
CUST-00652,2023-07-25,Paid Ads,North America,10,Free
CUST-00653,2023-07-15,Organic Search,North America,4,Free
CUST-00654,2023-07-13,Paid Ads,North America,12,Free
CUST-00655,2023-07-20,Referral,Europe,5,Free
CUST-00656,2023-07-23,Referral,North America,16,Pro
CUST-00657,2023-07-10,Paid Ads,Asia Pacific,17,Free
CUST-00658,2023-07-06,Paid Ads,North America,39,Pro
CUST-00659,2023-07-07,Paid Ads,North America,18,Free
CUST-00660,2023-07-03,Organic Search,Asia Pacific,7,Pro
CUST-00661,2023-07-24,Organic Search,Asia Pacific,45,Pro
CUST-00662,2023-07-15,Referral,Europe,29,Pro
CUST-00663,2023-07-03,Outbound Sales,Asia Pacific,3143,Enterprise
CUST-00664,2023-07-26,Organic Search,North America,12,Free
CUST-00665,2023-07-23,Paid Ads,Europe,2,Free
CUST-00666,2023-07-22,Referral,North America,81,Business
CUST-00667,2023-07-21,Content Marketing,North America,12,Pro
CUST-00668,2023-07-14,Paid Ads,Europe,11,Free
CUST-00669,2023-07-04,Paid Ads,North America,10,Free
CUST-00670,2023-07-10,Referral,Europe,5,Free
CUST-00671,2023-07-19,Content Marketing,Europe,5,Free
CUST-00672,2023-07-11,Organic Search,Latin America,23,Pro
CUST-00673,2023-07-20,Content Marketing,North America,24,Pro
CUST-00674,2023-07-16,Organic Search,Asia Pacific,29,Business
CUST-00675,2023-07-19,Content Marketing,North America,27,Pro
CUST-00676,2023-07-14,Organic Search,Latin America,2,Pro
CUST-00677,2023-07-04,Organic Search,Europe,12,Free
CUST-00678,2023-07-20,Organic Search,North America,11,Free
CUST-00679,2023-07-02,Paid Ads,North America,1,Free
CUST-00680,2023-07-02,Organic Search,Europe,22,Pro
CUST-00681,2023-07-08,Organic Search,Europe,10,Free
CUST-00682,2023-07-25,Paid Ads,Europe,7,Pro
CUST-00683,2023-07-02,Paid Ads,Europe,12,Free
CUST-00684,2023-07-20,Referral,Latin America,232,Business
CUST-00685,2023-07-22,Content Marketing,North America,16,Free
CUST-00686,2023-07-13,Referral,North America,43,Pro
CUST-00687,2023-07-19,Organic Search,Asia Pacific,38,Pro
CUST-00688,2023-07-08,Organic Search,Europe,25,Pro
CUST-00689,2023-07-22,Content Marketing,North America,4,Free
CUST-00690,2023-07-07,Organic Search,Europe,15,Free
CUST-00691,2023-07-07,Paid Ads,Europe,17,Free
CUST-00692,2023-07-11,Content Marketing,Asia Pacific,14,Free
CUST-00693,2023-07-23,Outbound Sales,Europe,1696,Enterprise
CUST-00694,2023-07-26,Paid Ads,Asia Pacific,6,Free
CUST-00695,2023-07-21,Referral,Europe,11,Pro
CUST-00696,2023-07-15,Paid Ads,North America,13,Free
CUST-00697,2023-07-12,Referral,North America,21,Pro
CUST-00698,2023-07-16,Organic Search,North America,13,Free
CUST-00699,2023-07-17,Organic Search,North America,190,Business
CUST-00700,2023-07-07,Paid Ads,North America,9,Free
CUST-00701,2023-07-08,Organic Search,North America,3,Free
CUST-00702,2023-07-01,Referral,Europe,27,Pro
CUST-00703,2023-07-15,Paid Ads,North America,6,Free
CUST-00704,2023-07-06,Content Marketing,Europe,7,Free
CUST-00705,2023-07-03,Content Marketing,Latin America,8,Free
CUST-00706,2023-07-27,Paid Ads,North America,17,Free
CUST-00707,2023-07-27,Content Marketing,Europe,28,Pro
CUST-00708,2023-07-06,Organic Search,Latin America,8,Free
CUST-00709,2023-07-11,Paid Ads,Europe,7,Pro
CUST-00710,2023-07-27,Organic Search,North America,112,Business
CUST-00711,2023-07-27,Content Marketing,Europe,6,Free
CUST-00712,2023-07-16,Content Marketing,Latin America,8,Free
CUST-00713,2023-07-15,Content Marketing,North America,26,Pro
CUST-00714,2023-07-05,Content Marketing,Europe,17,Pro
CUST-00715,2023-07-01,Outbound Sales,Asia Pacific,4411,Enterprise
CUST-00716,2023-07-01,Organic Search,Latin America,28,Pro
CUST-00717,2023-07-02,Content Marketing,Europe,12,Free
CUST-00718,2023-07-16,Paid Ads,Europe,21,Pro
CUST-00719,2023-07-17,Paid Ads,Europe,10,Free
CUST-00720,2023-07-24,Paid Ads,Europe,14,Free
CUST-00721,2023-07-09,Paid Ads,Europe,37,Pro
CUST-00722,2023-07-01,Organic Search,North America,13,Free
CUST-00723,2023-07-23,Organic Search,North America,41,Business
CUST-00724,2023-07-12,Organic Search,North America,15,Free
CUST-00725,2023-07-26,Paid Ads,Asia Pacific,1,Free
CUST-00726,2023-07-21,Content Marketing,North America,6,Pro
CUST-00727,2023-07-14,Referral,Asia Pacific,16,Free
CUST-00728,2023-07-01,Paid Ads,North America,10,Free
CUST-00729,2023-07-22,Paid Ads,Asia Pacific,3,Free
CUST-00730,2023-07-16,Paid Ads,North America,188,Business
CUST-00731,2023-07-09,Organic Search,Europe,7,Free
CUST-00732,2023-07-05,Content Marketing,Europe,19,Free
CUST-00733,2023-07-04,Organic Search,Europe,14,Pro
CUST-00734,2023-07-23,Referral,Europe,106,Business
CUST-00735,2023-07-20,Referral,Europe,12,Pro
CUST-00736,2023-07-08,Paid Ads,Europe,41,Pro
CUST-00737,2023-07-02,Content Marketing,Europe,4,Free
CUST-00738,2023-07-15,Organic Search,North America,19,Free
CUST-00739,2023-07-22,Content Marketing,Europe,12,Free
CUST-00740,2023-07-15,Referral,North America,229,Business
CUST-00741,2023-07-18,Content Marketing,Europe,41,Pro
CUST-00742,2023-07-03,Referral,Latin America,15,Free
CUST-00743,2023-07-07,Content Marketing,Europe,24,Pro
CUST-00744,2023-07-21,Outbound Sales,North America,2103,Enterprise
CUST-00745,2023-07-03,Paid Ads,North America,17,Pro
CUST-00746,2023-07-25,Content Marketing,North America,17,Pro
CUST-00747,2023-07-08,Referral,Europe,27,Pro
CUST-00748,2023-07-03,Paid Ads,Latin America,13,Pro
CUST-00749,2023-07-11,Content Marketing,North America,8,Free
CUST-00750,2023-07-16,Paid Ads,Europe,7,Pro
CUST-00751,2023-07-08,Paid Ads,North America,8,Free
CUST-00752,2023-07-11,Organic Search,Europe,32,Pro
CUST-00753,2023-07-07,Organic Search,North America,19,Pro
CUST-00754,2023-07-20,Content Marketing,Latin America,3,Free
CUST-00755,2023-07-05,Paid Ads,North America,16,Pro
CUST-00756,2023-07-25,Paid Ads,North America,13,Pro
CUST-00757,2023-07-21,Organic Search,Europe,20,Pro
CUST-00758,2023-07-18,Paid Ads,Europe,85,Business
CUST-00759,2023-07-24,Content Marketing,North America,59,Business
CUST-00760,2023-07-22,Content Marketing,Europe,1,Free
CUST-00761,2023-07-17,Organic Search,Europe,24,Pro
CUST-00762,2023-07-08,Paid Ads,North America,10,Free
CUST-00763,2023-07-07,Paid Ads,Europe,8,Pro
CUST-00764,2023-07-13,Paid Ads,North America,5,Pro
CUST-00765,2023-07-20,Paid Ads,North America,3,Free
CUST-00766,2023-07-27,Paid Ads,North America,11,Free
CUST-00767,2023-08-18,Referral,North America,16,Pro
CUST-00768,2023-08-04,Content Marketing,Europe,5,Free
CUST-00769,2023-08-05,Content Marketing,North America,26,Pro
CUST-00770,2023-08-08,Organic Search,Latin America,5,Free
CUST-00771,2023-08-25,Paid Ads,North America,13,Free
CUST-00772,2023-08-09,Paid Ads,Asia Pacific,39,Pro
CUST-00773,2023-08-10,Organic Search,Europe,6,Free
CUST-00774,2023-08-13,Organic Search,Asia Pacific,16,Pro
CUST-00775,2023-08-08,Organic Search,Europe,109,Business
CUST-00776,2023-08-22,Referral,North America,15,Pro
CUST-00777,2023-08-16,Content Marketing,North America,6,Free
CUST-00778,2023-08-19,Referral,North America,4,Free
CUST-00779,2023-08-10,Organic Search,Europe,16,Free
CUST-00780,2023-08-21,Organic Search,North America,19,Free
CUST-00781,2023-08-26,Paid Ads,North America,235,Business
CUST-00782,2023-08-20,Paid Ads,Europe,35,Pro
CUST-00783,2023-08-14,Content Marketing,Asia Pacific,10,Pro
CUST-00784,2023-08-03,Content Marketing,North America,47,Pro
CUST-00785,2023-08-08,Content Marketing,North America,3,Pro
CUST-00786,2023-08-18,Content Marketing,North America,16,Free
CUST-00787,2023-08-03,Outbound Sales,Europe,382,Enterprise
CUST-00788,2023-08-20,Paid Ads,North America,12,Free
CUST-00789,2023-08-14,Organic Search,Europe,13,Pro
CUST-00790,2023-08-14,Organic Search,Asia Pacific,239,Business
CUST-00791,2023-08-26,Paid Ads,North America,3,Free
CUST-00792,2023-08-27,Organic Search,North America,17,Free
CUST-00793,2023-08-02,Organic Search,North America,46,Pro
CUST-00794,2023-08-02,Outbound Sales,Europe,17,Pro
CUST-00795,2023-08-15,Organic Search,Latin America,137,Business
CUST-00796,2023-08-02,Outbound Sales,North America,2530,Enterprise
CUST-00797,2023-08-03,Referral,North America,6,Pro
CUST-00798,2023-08-12,Referral,North America,48,Pro
CUST-00799,2023-08-17,Referral,Asia Pacific,28,Pro
CUST-00800,2023-08-23,Organic Search,North America,6,Pro
CUST-00801,2023-08-26,Referral,North America,5,Pro
CUST-00802,2023-08-07,Organic Search,North America,2,Free
CUST-00803,2023-08-15,Content Marketing,North America,7,Free
CUST-00804,2023-08-15,Organic Search,North America,45,Pro
CUST-00805,2023-08-05,Organic Search,Asia Pacific,8,Free
CUST-00806,2023-08-19,Referral,Europe,9,Free
CUST-00807,2023-08-21,Referral,Europe,44,Pro
CUST-00808,2023-08-04,Paid Ads,North America,10,Free
CUST-00809,2023-08-14,Referral,North America,4,Free
CUST-00810,2023-08-13,Organic Search,Europe,18,Free
CUST-00811,2023-08-09,Referral,Europe,43,Pro
CUST-00812,2023-08-17,Organic Search,Europe,17,Free
CUST-00813,2023-08-19,Organic Search,North America,12,Free
CUST-00814,2023-08-12,Organic Search,North America,19,Pro
CUST-00815,2023-08-24,Organic Search,North America,43,Pro
CUST-00816,2023-08-12,Organic Search,Europe,14,Free
CUST-00817,2023-08-13,Paid Ads,Asia Pacific,10,Free
CUST-00818,2023-08-24,Organic Search,North America,43,Business
CUST-00819,2023-08-06,Organic Search,Europe,134,Business
